OptRunID,Identifier,Time
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52180075590,45.42519999998632
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52180075591,45.474499999986335
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100066110,7.615399999999511
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100066111,7.867799999999477
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361085340,42.497299999990275
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361085341,42.539799999990294
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362109240,38.827699999995275
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362109241,38.845199999995316
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361117720,36.6007999999984
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361117721,36.64619999999837
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361103300,39.72159999999519
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361103301,39.761599999995155
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52182077010,45.825799999983985
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52182077011,45.88389999998395
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,80652074960,4.19999999999942
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,80652074961,4.252899999999443
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362072860,48.017599999949596
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362072861,48.18209999994957
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100070280,5.672799999999427
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100070281,5.880599999999447
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100069640,5.880599999999447
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100069641,6.8393999999994435
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361091390,41.3915999999939
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361091391,41.428799999993885
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362110770,38.626199999995265
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362110771,38.827699999995275
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361103430,39.535499999995295
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52361103431,39.57289999999534
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55101066850,10.388999999999385
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55101066851,10.599399999999434
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,80652076030,14.882699999999488
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,80652076031,14.989599999999484
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362090980,41.66119999999006
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362090981,41.828599999990104
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362093370,41.13199999999517
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,52362093371,41.39159999999515
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100066340,7.511199999999519
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100066341,7.615399999999511
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100074240,4.3639999999994075
B6EDB008-8717-4988-8AD9-DE9C8BB43B2A,55100074241,4.612899999999456
