Variable,Value
"x[52362097371,52181075730,WodoStateHaz_1]",-0.0
"x[52362119991,52361078411,WodoStateHaz_1]",0.0
"x[55100071720,55100069640,WodoStateHaz_1]",0.0
"x[52362087040,55100066341,WodoStateHaz_1]",0.0
"x[52362121191,80662076521,WodoStateHaz_1]",0.0
"x[52361117580,52362101201,WodoStateHaz_1]",0.0
"x[52362089970,55101069660,WodoStateHaz_1]",0.0
"x[52362082210,52361085180,WodoStateHaz_1]",0.0
"x[52362085141,52181075561,WodoStateHaz_1]",0.0
"x[52362072861,52361117581,WodoStateHaz_1]",0.0
"x[52362085141,52362119991,WodoStateHaz_1]",0.0
"x[55100072841,52362117650,WodoStateHaz_1]",-0.0
"x[52361091390,80652074961,WodoStateHaz_1]",0.0
"x[52362091360,52182077951,WodoStateHaz_1]",0.0
"x[55100067821,55100074740,WodoStateHaz_1]",-0.0
"x[52181075650,52361103430,WodoStateHaz_1]",0.0
"x[52181075650,52362121190,WodoStateHaz_1]",0.0
"x[52362095851,52362083230,WodoStateHaz_1]",-0.0
"x[52362078460,52362072280,WodoStateHaz_1]",0.0
"x[52362110770,52361091181,WodoStateHaz_1]",0.0
"x[55101068371,52362101001,WodoStateHaz_1]",0.0
"x[52361078480,52180076830,WodoStateHaz_1]",0.0
"x[80652074961,55101069661,WodoStateHaz_1]",0.0
"x[55100066490,52362115630,WodoStateHaz_1]",0.0
"x[55100067820,52181076840,WodoStateHaz_1]",0.0
"x[52180075470,52361091181,WodoStateHaz_1]",0.0
"x[52361103430,55101066070,WodoStateHaz_1]",0.0
"x[52362107541,52361078411,WodoStateHaz_1]",0.0
"x[55101073921,52362117650,WodoStateHaz_1]",-0.0
"x[52362072280,55101066071,WodoStateHaz_1]",0.0
"x[52362072281,52362121800,WodoStateHaz_1]",-0.0
"x[52362079190,52361078480,WodoStateHaz_1]",0.0
"x[52362095850,52362086120,WodoStateHaz_1]",0.0
"x[52362117590,52362097371,WodoStateHaz_1]",0.0
"x[52362115281,55100069640,WodoStateHaz_1]",-0.0
"x[52362085320,52361117580,WodoStateHaz_1]",0.0
"x[52362115631,52362091361,WodoStateHaz_1]",0.0
"x[52362085140,52361117581,WodoStateHaz_1]",0.0
"x[52362119991,52362115631,WodoStateHaz_1]",0.0
"x[52362072860,55101066161,WodoStateHaz_1]",0.0
"x[52362091361,52362087041,WodoStateHaz_1]",0.0
"x[52361078480,52182078151,WodoStateHaz_1]",0.0
"x[52362093371,52362084951,WodoStateHaz_1]",0.0
"x[52180076830,52362103410,WodoStateHaz_1]",0.0
"x[52362088881,52182077010,WodoStateHaz_1]",-0.0
"x[55101071740,52361085340,WodoStateHaz_1]",0.0
"x[52362087041,52362085320,WodoStateHaz_1]",-0.0
"x[55101068371,25700103690,WodoStateHaz_1]",-0.0
"x[55101069660,52362091110,WodoStateHaz_1]",0.0
"x[25700103690,55101066851,WodoStateHaz_1]",0.0
"x[80652076030,52362072861,WodoStateHaz_1]",0.0
"x[52362121800,52180076830,WodoStateHaz_1]",0.0
"x[52362086121,52362102820,WodoStateHaz_1]",-0.0
"x[55100066340,52362117591,WodoStateHaz_1]",0.0
"x[52362110771,55100067820,WodoStateHaz_1]",-0.0
"x[52362082210,52362071861,WodoStateHaz_1]",0.0
"x[80652074960,55101066850,WodoStateHaz_1]",0.0
"x[52362121191,52362072861,WodoStateHaz_1]",0.0
"x[55100072841,55100071720,WodoStateHaz_1]",-0.0
"x[55101070310,52362079190,WodoStateHaz_1]",0.0
"x[52182077011,52180076830,WodoStateHaz_1]",-0.0
"x[52361085340,52362109240,WodoStateHaz_1]",0.0
"x[52362080381,52180076830,WodoStateHaz_1]",-0.0
"x[55100072840,1010,WodoStateHaz_1]",0.0
"x[52180075591,55100066110,WodoStateHaz_1]",-0.0
"x[55100066341,52360073661,WodoStateHaz_1]",0.0
"x[52362103091,52362085140,WodoStateHaz_1]",-0.0
"x[52362119990,52362101001,WodoStateHaz_1]",0.0
"x[55100071720,52362080380,WodoStateHaz_1]",0.0
"x[55101072160,52360073910,WodoStateHaz_1]",0.0
"x[52362079190,52360073911,WodoStateHaz_1]",0.0
"x[55101066160,52361103301,WodoStateHaz_1]",0.0
"x[52362073461,52362072280,WodoStateHaz_1]",-0.0
"x[52360073911,52362079191,WodoStateHaz_1]",0.0
"x[52362102820,52362101200,WodoStateHaz_1]",0.0
"x[55100067821,52362088881,WodoStateHaz_1]",0.0
"x[55101073921,52362085141,WodoStateHaz_1]",0.0
"x[52362084951,52362109240,WodoStateHaz_1]",-0.0
"x[52362072191,80652074960,WodoStateHaz_1]",-0.0
"x[55100072841,52362103411,WodoStateHaz_1]",0.0
"x[52362078100,52362079191,WodoStateHaz_1]",0.0
"x[52362083230,52362108951,WodoStateHaz_1]",0.0
"x[52361085181,52362072861,WodoStateHaz_1]",0.0
"x[55100071720,55100066490,WodoStateHaz_1]",0.0
"x[52362119991,52362079191,WodoStateHaz_1]",0.0
"x[52362108951,55100070280,WodoStateHaz_1]",-0.0
"x[55100066490,80662074660,WodoStateHaz_1]",0.0
"x[52362072280,52362109240,WodoStateHaz_1]",0.0
"x[52362078461,80652075270,WodoStateHaz_1]",-0.0
"x[80662076520,52361091390,WodoStateHaz_1]",0.0
"x[55101068370,52362109241,WodoStateHaz_1]",0.0
"x[52182077950,52362072280,WodoStateHaz_1]",0.0
"x[52362088880,52362117651,WodoStateHaz_1]",0.0
"x[80652076030,52362117731,WodoStateHaz_1]",0.0
"x[52362113930,80652074960,WodoStateHaz_1]",0.0
"x[55101066070,52362110771,WodoStateHaz_1]",0.0
"x[52362103410,55100069641,WodoStateHaz_1]",0.0
"x[52181075651,80152074931,WodoStateHaz_1]",0.0
"x[52362103090,55101066411,WodoStateHaz_1]",0.0
"x[52362117651,52362084951,WodoStateHaz_1]",0.0
"x[55100069640,52362107541,WodoStateHaz_1]",0.0
"x[52361103301,52361073930,WodoStateHaz_1]",-0.0
"x[52362079591,52362085321,WodoStateHaz_1]",0.0
"x[52362087041,52362101000,WodoStateHaz_1]",-0.0
"x[52362101001,52362088060,WodoStateHaz_1]",-0.0
"x[52362098031,52361085180,WodoStateHaz_1]",-0.0
"x[52361078481,52362117650,WodoStateHaz_1]",-0.0
"x[52362117171,52362103410,WodoStateHaz_1]",-0.0
"x[52362072280,52362113930,WodoStateHaz_1]",0.0
"x[55101067851,52362117171,WodoStateHaz_1]",0.0
"x[52181075561,52362101001,WodoStateHaz_1]",0.0
"x[52182078150,52362071860,WodoStateHaz_1]",0.0
"x[52362079191,52362101201,WodoStateHaz_1]",0.0
"x[55100066340,55101073921,WodoStateHaz_1]",0.0
"x[52361078411,80662074660,WodoStateHaz_1]",-0.0
"x[80662076520,55100072041,WodoStateHaz_1]",0.0
"x[52362093370,52362109240,WodoStateHaz_1]",0.0
"x[52362072191,80152074930,WodoStateHaz_1]",-0.0
"x[52362088881,1010,WodoStateHaz_1]",-0.0
"x[52362102821,52361078411,WodoStateHaz_1]",0.0
"x[55101067850,55101069661,WodoStateHaz_1]",0.0
"x[52361117720,52361117581,WodoStateHaz_1]",0.0
"x[52180076831,52362113931,WodoStateHaz_1]",0.0
"x[55100074241,52362102820,WodoStateHaz_1]",-0.0
"x[80152074930,52362087040,WodoStateHaz_1]",0.0
"x[52362082211,52362090981,WodoStateHaz_1]",0.0
"x[55101072161,55101071741,WodoStateHaz_1]",0.0
"x[52361078480,55100066490,WodoStateHaz_1]",0.0
"x[52362072191,55100070280,WodoStateHaz_1]",-0.0
"x[52361085341,52362103091,WodoStateHaz_1]",0.0
"x[55101069660,52362078101,WodoStateHaz_1]",0.0
"x[80652074961,52362115280,WodoStateHaz_1]",-0.0
"x[52362121801,52362079190,WodoStateHaz_1]",-0.0
"x[55100071720,52362085321,WodoStateHaz_1]",0.0
"x[55100069641,52362072191,WodoStateHaz_1]",0.0
"x[55101069660,55101071741,WodoStateHaz_1]",0.0
"x[52361103300,52361091391,WodoStateHaz_1]",0.0
"x[80662076521,52362082210,WodoStateHaz_1]",-0.0
"x[52362101201,52361073930,WodoStateHaz_1]",-0.0
"x[52362072281,25700103690,WodoStateHaz_1]",-0.0
"x[52362101001,55101073921,WodoStateHaz_1]",0.0
"x[52362102820,52362082210,WodoStateHaz_1]",0.0
"x[52361091181,55101066070,WodoStateHaz_1]",-0.0
"x[52362098031,52362121801,WodoStateHaz_1]",0.0
"x[52362102820,55100072840,WodoStateHaz_1]",0.0
"x[52362098030,52362091361,WodoStateHaz_1]",0.0
"x[52180075590,52362078100,WodoStateHaz_1]",0.0
"x[52361117580,52362085320,WodoStateHaz_1]",0.0
"x[52361078480,52360073910,WodoStateHaz_1]",0.0
"x[52362111971,52362089970,WodoStateHaz_1]",-0.0
"x[52362117171,55101066071,WodoStateHaz_1]",0.0
"x[52362085320,55100066111,WodoStateHaz_1]",0.0
"x[55100071720,52362117170,WodoStateHaz_1]",0.0
"x[52362086121,52362108950,WodoStateHaz_1]",-0.0
"x[52182077011,52361091390,WodoStateHaz_1]",-0.0
"x[52182078150,52362113930,WodoStateHaz_1]",0.0
"x[52362101201,52362103091,WodoStateHaz_1]",0.0
"x[52362091361,52362115280,WodoStateHaz_1]",-0.0
"x[55101066161,52362113930,WodoStateHaz_1]",-0.0
"x[55101067851,52362083230,WodoStateHaz_1]",-0.0
"x[52362073460,52362110770,WodoStateHaz_1]",0.0
"x[52362110771,80152074470,WodoStateHaz_1]",-0.0
"x[52361091180,52362097370,WodoStateHaz_1]",0.0
"x[52362072190,55100074740,WodoStateHaz_1]",0.0
"x[52361078410,52362072280,WodoStateHaz_1]",0.0
"x[52361117580,52362079191,WodoStateHaz_1]",0.0
"x[55100072041,80652076030,WodoStateHaz_1]",-0.0
"x[52362119991,80662074660,WodoStateHaz_1]",-0.0
"x[80152074931,55101068371,WodoStateHaz_1]",0.0
"x[52362110771,52362087040,WodoStateHaz_1]",-0.0
"x[55101070310,52181075730,WodoStateHaz_1]",0.0
"x[52180076830,55101071271,WodoStateHaz_1]",0.0
"x[52362117171,55101074621,WodoStateHaz_1]",0.0
"x[55100070280,52361117721,WodoStateHaz_1]",0.0
"x[52362095851,52362102820,WodoStateHaz_1]",-0.0
"x[55100067820,52180075470,WodoStateHaz_1]",0.0
"x[52362103411,55101069371,WodoStateHaz_1]",0.0
"x[52362085321,80652074961,WodoStateHaz_1]",0.0
"x[52362097370,52362088060,WodoStateHaz_1]",0.0
"x[55100066111,52180075470,WodoStateHaz_1]",-0.0
"x[52362088060,52362098031,WodoStateHaz_1]",0.0
"x[55101066411,80652075270,WodoStateHaz_1]",-0.0
"x[52362072861,52362115280,WodoStateHaz_1]",-0.0
"x[55100072041,55101066410,WodoStateHaz_1]",-0.0
"x[55101069370,52362087040,WodoStateHaz_1]",0.0
"x[25700103690,52362115280,WodoStateHaz_1]",0.0
"x[52361091181,52182077010,WodoStateHaz_1]",-0.0
"x[52362091361,55100074741,WodoStateHaz_1]",0.0
"x[80152074470,52362113931,WodoStateHaz_1]",0.0
"x[52362078460,25700103690,WodoStateHaz_1]",0.0
"x[80652075271,52362072190,WodoStateHaz_1]",-0.0
"x[52362087041,55101072160,WodoStateHaz_1]",-0.0
"x[52182077950,52181075650,WodoStateHaz_1]",0.0
"x[52362080380,52362098031,WodoStateHaz_1]",0.0
"x[52362091111,52362091111,WodoStateHaz_1]",0.0
"x[55100066490,55100070280,WodoStateHaz_1]",0.0
"x[55101066411,52180075590,WodoStateHaz_1]",-0.0
"x[52362078101,55100067821,WodoStateHaz_1]",0.0
"x[52362073461,52362121801,WodoStateHaz_1]",0.0
"x[52361103300,52362091361,WodoStateHaz_1]",0.0
"x[52362079591,52362091111,WodoStateHaz_1]",0.0
"x[52362107540,52362111971,WodoStateHaz_1]",0.0
"x[52180076831,52362103091,WodoStateHaz_1]",0.0
"x[52361073931,52362090981,WodoStateHaz_1]",0.0
"x[55100070280,80662074661,WodoStateHaz_1]",0.0
"x[80152074930,52362091360,WodoStateHaz_1]",0.0
"x[80152074931,52362117170,WodoStateHaz_1]",-0.0
"x[52361085181,55100066111,WodoStateHaz_1]",0.0
"x[55101067850,52362093371,WodoStateHaz_1]",0.0
"x[55100071720,52361117581,WodoStateHaz_1]",0.0
"x[52361103300,52181075650,WodoStateHaz_1]",0.0
"x[52180075470,55101069661,WodoStateHaz_1]",0.0
"x[80662076521,52180075590,WodoStateHaz_1]",-0.0
"x[52362091111,52181075650,WodoStateHaz_1]",-0.0
"x[52362110770,52362091360,WodoStateHaz_1]",0.0
"x[52361091391,55101066071,WodoStateHaz_1]",0.0
"x[55101071270,52360073911,WodoStateHaz_1]",0.0
"x[52361085180,52180075470,WodoStateHaz_1]",0.0
"x[52361103430,25700103690,WodoStateHaz_1]",0.0
"x[52360073911,52362078461,WodoStateHaz_1]",0.0
"x[55100066110,52182077951,WodoStateHaz_1]",0.0
"x[52361117580,55101067851,WodoStateHaz_1]",0.0
"x[52361073710,55100072840,WodoStateHaz_1]",0.0
"x[55100074741,55100066111,WodoStateHaz_1]",0.0
"x[55101069371,55101069661,WodoStateHaz_1]",0.0
"x[52362088881,25700103690,WodoStateHaz_1]",-0.0
"x[52362089971,52362071860,WodoStateHaz_1]",-0.0
"x[52361091180,52362102821,WodoStateHaz_1]",0.0
"x[52362079591,25700103690,WodoStateHaz_1]",-0.0
"x[55101066411,52362072191,WodoStateHaz_1]",0.0
t[52362083230],493.10249999999024
"x[52362115281,52362109241,WodoStateHaz_1]",0.0
"x[52362085321,52362073461,WodoStateHaz_1]",0.0
"x[52362102821,52362119990,WodoStateHaz_1]",-0.0
"x[55100069641,52362103410,WodoStateHaz_1]",-0.0
"x[52362085140,80652074960,WodoStateHaz_1]",0.0
"x[52362103090,52362117651,WodoStateHaz_1]",0.0
"x[52362115631,52360073660,WodoStateHaz_1]",-0.0
"x[55101068371,52362079590,WodoStateHaz_1]",-0.0
"x[52362109241,55100074741,WodoStateHaz_1]",0.0
"x[52362121190,52361117720,WodoStateHaz_1]",0.0
"x[55100074741,52362071860,WodoStateHaz_1]",-0.0
"x[52361091390,52180075591,WodoStateHaz_1]",0.0
"x[52361117721,80662076520,WodoStateHaz_1]",-0.0
"x[52362113710,55100074240,WodoStateHaz_1]",0.0
"x[52362121190,52362095850,WodoStateHaz_1]",0.0
"x[80662074660,52362097371,WodoStateHaz_1]",0.0
"x[52362088880,52362095850,WodoStateHaz_1]",0.0
"x[55101068371,52362084950,WodoStateHaz_1]",-0.0
"x[55101072160,52361085341,WodoStateHaz_1]",0.0
"x[52362101201,52361085181,WodoStateHaz_1]",0.0
"x[52361073931,55101066161,WodoStateHaz_1]",0.0
"x[52180075591,52180076830,WodoStateHaz_1]",1.0
"x[52362111970,52181075561,WodoStateHaz_1]",0.0
"x[52362078460,55101068370,WodoStateHaz_1]",0.0
"x[55101066160,52362079190,WodoStateHaz_1]",0.0
"x[52362079590,80652075270,WodoStateHaz_1]",0.0
"x[52361117721,52362121800,WodoStateHaz_1]",-0.0
"x[52362107541,52362080381,WodoStateHaz_1]",0.0
"x[52362083231,52362113931,WodoStateHaz_1]",0.0
"x[55101066071,52362086120,WodoStateHaz_1]",-0.0
"x[52361085341,52362119991,WodoStateHaz_1]",0.0
"x[52362102820,55101074620,WodoStateHaz_1]",0.0
"x[55100074241,52362089971,WodoStateHaz_1]",0.0
"x[52362113711,55101072160,WodoStateHaz_1]",-0.0
"x[80152074930,52362117730,WodoStateHaz_1]",0.0
"x[52362095850,52362072861,WodoStateHaz_1]",0.0
"x[52362101200,55101069661,WodoStateHaz_1]",0.0
"x[52362072861,52362101201,WodoStateHaz_1]",0.0
"x[52181075730,52362079591,WodoStateHaz_1]",0.0
"x[52362109241,52362080380,WodoStateHaz_1]",-0.0
"x[52361078411,80652074961,WodoStateHaz_1]",0.0
"x[52361078481,55100069640,WodoStateHaz_1]",-0.0
"x[80152074470,55100074740,WodoStateHaz_1]",0.0
"x[52362088060,80662076520,WodoStateHaz_1]",0.0
"x[52362093371,52362072190,WodoStateHaz_1]",-0.0
"x[80662074660,55100066490,WodoStateHaz_1]",0.0
"x[52362113711,52361091391,WodoStateHaz_1]",0.0
"x[52362097371,55101069660,WodoStateHaz_1]",-0.0
"x[55101069370,52362101200,WodoStateHaz_1]",0.0
"x[52362091360,52180075591,WodoStateHaz_1]",0.0
"x[52361078481,52362088880,WodoStateHaz_1]",-0.0
"x[52362083231,55101066071,WodoStateHaz_1]",0.0
"x[52362072281,52361117721,WodoStateHaz_1]",0.0
"x[52362091360,52181075730,WodoStateHaz_1]",0.0
"x[55101068370,52361117720,WodoStateHaz_1]",0.0
"x[55100067821,52362102821,WodoStateHaz_1]",0.0
"x[52361091181,52362079591,WodoStateHaz_1]",0.0
"x[52362117731,52361091180,WodoStateHaz_1]",-0.0
"x[80652076031,55101066071,WodoStateHaz_1]",0.0
"x[80662076520,52362101201,WodoStateHaz_1]",0.0
"x[55101066410,52361103430,WodoStateHaz_1]",0.0
"x[52182077010,55101066410,WodoStateHaz_1]",0.0
"x[52362117170,25700103690,WodoStateHaz_1]",0.0
"x[52362089970,52361085181,WodoStateHaz_1]",0.0
"x[55100067820,52361117721,WodoStateHaz_1]",0.0
"x[52180076830,52362108951,WodoStateHaz_1]",0.0
"x[55100066341,52362101200,WodoStateHaz_1]",-0.0
"x[52362091111,52181075560,WodoStateHaz_1]",-0.0
"x[52182078151,52362108950,WodoStateHaz_1]",-0.0
"x[52362072280,52362093371,WodoStateHaz_1]",0.0
"x[55101067850,52362085321,WodoStateHaz_1]",0.0
"x[55101071740,52362083231,WodoStateHaz_1]",0.0
"x[52181075651,52361073931,WodoStateHaz_1]",0.0
"x[80652075271,52362091110,WodoStateHaz_1]",-0.0
"x[52362101200,55101073920,WodoStateHaz_1]",0.0
"x[55100066491,52362080380,WodoStateHaz_1]",-0.0
"x[52361117721,25700103691,WodoStateHaz_1]",0.0
"x[55100066491,52180075591,WodoStateHaz_1]",0.0
"x[52182077951,55100071720,WodoStateHaz_1]",-0.0
"x[52362107540,52182077951,WodoStateHaz_1]",0.0
"x[55101073921,52181075730,WodoStateHaz_1]",-0.0
"x[52362115631,52361085341,WodoStateHaz_1]",0.0
"x[52362072861,52362088880,WodoStateHaz_1]",-0.0
"x[55100072840,52362121191,WodoStateHaz_1]",0.0
"x[52362111971,52362119991,WodoStateHaz_1]",0.0
"x[52362115281,52361117720,WodoStateHaz_1]",-0.0
"x[52362091360,52362072860,WodoStateHaz_1]",0.0
"x[25700103690,52361117720,WodoStateHaz_1]",0.0
"x[52361103430,52362107541,WodoStateHaz_1]",0.0
"x[52361117721,52362079590,WodoStateHaz_1]",-0.0
"x[52361085181,52180076831,WodoStateHaz_1]",0.0
"x[52362085320,52361103301,WodoStateHaz_1]",0.0
"x[52362121801,52182077010,WodoStateHaz_1]",-0.0
"x[52362091360,55100069641,WodoStateHaz_1]",0.0
"x[55100070280,52362109241,WodoStateHaz_1]",0.0
"x[52362090980,55100066490,WodoStateHaz_1]",0.0
"x[52362079191,52180076831,WodoStateHaz_1]",0.0
"x[52362098031,80652075270,WodoStateHaz_1]",-0.0
"x[52361078480,52181076841,WodoStateHaz_1]",0.0
"x[52362111971,52362117731,WodoStateHaz_1]",0.0
"x[52362110770,52362103091,WodoStateHaz_1]",0.0
"x[52361078480,52362088880,WodoStateHaz_1]",0.0
"x[52362085320,52181075650,WodoStateHaz_1]",0.0
"x[80152074930,52362088880,WodoStateHaz_1]",0.0
"x[55101069370,52362089971,WodoStateHaz_1]",0.0
"x[52361078410,52362080380,WodoStateHaz_1]",0.0
"x[52362088061,55100066491,WodoStateHaz_1]",0.0
"x[55101066161,52180075590,WodoStateHaz_1]",-0.0
"x[55100071721,52180075471,WodoStateHaz_1]",0.0
"x[52362117170,55101066161,WodoStateHaz_1]",0.0
"x[55101066071,52181076841,WodoStateHaz_1]",0.0
"x[55101070311,52362117590,WodoStateHaz_1]",-0.0
"x[52180075471,52362078461,WodoStateHaz_1]",0.0
"x[52362083230,80662074661,WodoStateHaz_1]",0.0
"x[55101066161,52362090981,WodoStateHaz_1]",0.0
"x[52362103410,80152074931,WodoStateHaz_1]",0.0
"x[80152074471,52362085140,WodoStateHaz_1]",-0.0
"x[52182078150,55100067820,WodoStateHaz_1]",0.0
"x[52362117590,80662074661,WodoStateHaz_1]",0.0
"x[52362072191,55101074620,WodoStateHaz_1]",-0.0
"x[52362085140,55101070311,WodoStateHaz_1]",0.0
"x[52362078460,52362109241,WodoStateHaz_1]",0.0
"x[52361085181,52361103300,WodoStateHaz_1]",-0.0
"x[55100067821,52181075650,WodoStateHaz_1]",-0.0
"x[52181075650,52362091111,WodoStateHaz_1]",0.0
"x[52181075730,52362091111,WodoStateHaz_1]",0.0
"x[52181075730,80652076030,WodoStateHaz_1]",0.0
"x[55100066111,52181075730,WodoStateHaz_1]",-0.0
"x[52362095851,52362115630,WodoStateHaz_1]",-0.0
"x[52361091391,80662074661,WodoStateHaz_1]",0.0
"x[52362089970,52361103430,WodoStateHaz_1]",0.0
"x[52362084951,52362086121,WodoStateHaz_1]",0.0
"x[55101072161,52362088061,WodoStateHaz_1]",0.0
"x[52361091390,52180076830,WodoStateHaz_1]",0.0
"x[52361078480,55101069371,WodoStateHaz_1]",0.0
"x[52362113711,52362113710,WodoStateHaz_1]",0.0
"x[55101068370,52180075590,WodoStateHaz_1]",0.0
"x[52181076841,52362088880,WodoStateHaz_1]",-0.0
"x[52362117590,52362101200,WodoStateHaz_1]",0.0
"x[52362103411,52362072280,WodoStateHaz_1]",-0.0
"x[52181075731,52362080381,WodoStateHaz_1]",0.0
"x[52362117590,52361103301,WodoStateHaz_1]",0.0
"x[52362093370,55101066850,WodoStateHaz_1]",0.0
"x[52362121190,1010,WodoStateHaz_1]",0.0
"x[52181075731,55100067820,WodoStateHaz_1]",-0.0
"x[52362091110,55101072161,WodoStateHaz_1]",0.0
"x[52361085341,55100071721,WodoStateHaz_1]",0.0
"x[55101073921,52181076841,WodoStateHaz_1]",0.0
"x[52362073460,52362101001,WodoStateHaz_1]",0.0
"x[52362086121,52362088880,WodoStateHaz_1]",-0.0
"x[52362115280,52362072281,WodoStateHaz_1]",0.0
"x[80152074470,52361103300,WodoStateHaz_1]",0.0
"x[80662074660,52362110771,WodoStateHaz_1]",0.0
"x[52181075650,52362113710,WodoStateHaz_1]",0.0
"x[52361103301,52362087041,WodoStateHaz_1]",0.0
"x[52362095851,52362113711,WodoStateHaz_1]",0.0
"x[52362083231,55101066161,WodoStateHaz_1]",0.0
"x[52362088060,55101066071,WodoStateHaz_1]",0.0
"x[52362073460,55100067820,WodoStateHaz_1]",0.0
"x[52362089970,52362103090,WodoStateHaz_1]",0.0
"x[52182077011,52362117651,WodoStateHaz_1]",0.0
"x[52362073461,52362072190,WodoStateHaz_1]",-0.0
"x[55101073921,55100071721,WodoStateHaz_1]",0.0
"x[55101067850,55101066160,WodoStateHaz_1]",0.0
"x[52362086121,52182077011,WodoStateHaz_1]",0.0
"x[55101074620,52362103090,WodoStateHaz_1]",0.0
"x[52362083230,55100066111,WodoStateHaz_1]",0.0
"x[52362103410,52362085140,WodoStateHaz_1]",0.0
"x[80152074931,55101066160,WodoStateHaz_1]",-0.0
"x[55100072841,55100072041,WodoStateHaz_1]",0.0
"x[52362089970,52362084950,WodoStateHaz_1]",0.0
"x[55100071720,55101073920,WodoStateHaz_1]",0.0
"x[52361085180,52182077011,WodoStateHaz_1]",0.0
"x[52362085320,52181075730,WodoStateHaz_1]",0.0
"x[52181075650,52362088880,WodoStateHaz_1]",0.0
"x[52361091180,52362082210,WodoStateHaz_1]",0.0
"x[52180075590,55101066850,WodoStateHaz_1]",0.0
"x[52362121800,52361117580,WodoStateHaz_1]",0.0
"x[55101070311,52362072860,WodoStateHaz_1]",-0.0
"x[52180075471,52362101001,WodoStateHaz_1]",0.0
"x[52362088881,52362121801,WodoStateHaz_1]",0.0
"x[52362101001,52362117650,WodoStateHaz_1]",-0.0
"x[52361085181,55100074740,WodoStateHaz_1]",-0.0
"x[52361103300,52180075591,WodoStateHaz_1]",0.0
"x[52362117170,52362071860,WodoStateHaz_1]",0.0
"x[55100074240,80662076521,WodoStateHaz_1]",0.0
"x[55100074740,52361073710,WodoStateHaz_1]",0.0
"x[55101066850,52362101000,WodoStateHaz_1]",0.0
"x[55100074741,55101069661,WodoStateHaz_1]",0.0
"x[52362113930,55100066341,WodoStateHaz_1]",0.0
"x[55100070280,80652074961,WodoStateHaz_1]",0.0
"x[52362102821,52362071861,WodoStateHaz_1]",0.0
"x[55101066071,52362085320,WodoStateHaz_1]",-0.0
"x[52362113710,52362073460,WodoStateHaz_1]",0.0
"x[52362085140,52181075561,WodoStateHaz_1]",0.0
"x[52362101000,52362072281,WodoStateHaz_1]",0.0
"x[52361085341,55101068371,WodoStateHaz_1]",0.0
"x[52362098030,55101066411,WodoStateHaz_1]",0.0
"x[52362085321,55101071741,WodoStateHaz_1]",0.0
"x[52362102820,55100074241,WodoStateHaz_1]",0.0
"x[52362103410,52361073711,WodoStateHaz_1]",0.0
"x[80652075271,52181075561,WodoStateHaz_1]",0.0
"x[52362101200,55100070281,WodoStateHaz_1]",0.0
"x[55101068371,55101069661,WodoStateHaz_1]",0.0
"x[55101067851,52181075731,WodoStateHaz_1]",0.0
"x[55101071740,55100074241,WodoStateHaz_1]",0.0
"x[25700103691,52362091360,WodoStateHaz_1]",-0.0
"x[52180075591,52362091360,WodoStateHaz_1]",-0.0
"x[52362091110,55101071271,WodoStateHaz_1]",0.0
"x[52362117170,80152074470,WodoStateHaz_1]",0.0
"x[52180076831,52361085340,WodoStateHaz_1]",-0.0
"x[52362113711,52362093371,WodoStateHaz_1]",0.0
"x[55101071271,52362101000,WodoStateHaz_1]",-0.0
"x[55100070281,52362103410,WodoStateHaz_1]",-0.0
"x[80662076521,52361103300,WodoStateHaz_1]",-0.0
"x[52361103431,52362072860,WodoStateHaz_1]",-0.0
"x[52362119990,80652074961,WodoStateHaz_1]",0.0
"x[52362084950,52362078461,WodoStateHaz_1]",0.0
"x[52181075650,52362109241,WodoStateHaz_1]",0.0
"x[52362119990,52362091360,WodoStateHaz_1]",0.0
"x[52362084951,52361078410,WodoStateHaz_1]",-0.0
"x[52362111970,52362083230,WodoStateHaz_1]",0.0
"x[55101067851,55101066071,WodoStateHaz_1]",0.0
"x[52362121191,55101066071,WodoStateHaz_1]",0.0
"x[55100070281,52362109240,WodoStateHaz_1]",-0.0
"x[52362090980,52362078101,WodoStateHaz_1]",0.0
"x[55100074241,80662074660,WodoStateHaz_1]",-0.0
"x[52362119991,52362108951,WodoStateHaz_1]",0.0
"x[52362098031,55101066850,WodoStateHaz_1]",-0.0
"x[52361091181,55101071271,WodoStateHaz_1]",0.0
"x[55101069371,52361073710,WodoStateHaz_1]",-0.0
"x[52181075651,52362085320,WodoStateHaz_1]",-0.0
"x[52362073460,52361117720,WodoStateHaz_1]",0.0
"x[52361091180,52181075731,WodoStateHaz_1]",0.0
"x[52362103090,52361078410,WodoStateHaz_1]",0.0
"x[52362111970,52362103411,WodoStateHaz_1]",0.0
"x[52362102821,80662074661,WodoStateHaz_1]",0.0
"x[52361103301,55101066411,WodoStateHaz_1]",0.0
"x[52362109241,55101067850,WodoStateHaz_1]",-0.0
"x[80662076521,1010,WodoStateHaz_1]",-0.0
"x[52182077011,52362085320,WodoStateHaz_1]",-0.0
"x[52362071860,55100066341,WodoStateHaz_1]",0.0
"x[52181075651,55101066161,WodoStateHaz_1]",0.0
"x[52362115280,55100067821,WodoStateHaz_1]",0.0
"x[52362079591,52360073660,WodoStateHaz_1]",-0.0
"x[52181076840,52361085341,WodoStateHaz_1]",0.0
"x[55101066851,52362119991,WodoStateHaz_1]",0.0
