Variable,Value
"x[80652074961,52362071860,WodoStateHaz_1]",-0.0
"x[52182077011,52361073710,WodoStateHaz_1]",-0.0
"x[52362108950,52361091391,WodoStateHaz_1]",0.0
"x[52182078150,80152074470,WodoStateHaz_1]",0.0
"x[52362088880,52362117731,WodoStateHaz_1]",0.0
"x[52361078481,52362102820,WodoStateHaz_1]",-0.0
"x[52362121190,52362083230,WodoStateHaz_1]",0.0
"x[52362072191,52361073710,WodoStateHaz_1]",0.0
"x[52362101201,52362072861,WodoStateHaz_1]",0.0
"x[55101066410,55101074620,WodoStateHaz_1]",0.0
"x[52362078100,52180075471,WodoStateHaz_1]",0.0
"x[52182078151,52362079190,WodoStateHaz_1]",-0.0
"x[52361085180,52362098030,WodoStateHaz_1]",0.0
"x[52362072860,55101070310,WodoStateHaz_1]",0.0
"x[55101071271,55101072160,WodoStateHaz_1]",-0.0
"x[55101067851,52362080380,WodoStateHaz_1]",-0.0
"x[52362109240,52361117581,WodoStateHaz_1]",0.0
"x[52362097371,52362086120,WodoStateHaz_1]",-0.0
"x[55100074741,55101067850,WodoStateHaz_1]",-0.0
"x[52362078100,52362072861,WodoStateHaz_1]",0.0
"x[52362086120,52362115281,WodoStateHaz_1]",0.0
"x[52182078151,55100066111,WodoStateHaz_1]",0.0
"x[55100074240,52182077011,WodoStateHaz_1]",0.0
"x[80152074930,52362115630,WodoStateHaz_1]",0.0
"x[25700103691,80152074930,WodoStateHaz_1]",-0.0
"x[52182077950,55101070311,WodoStateHaz_1]",0.0
"x[52362079190,52361073930,WodoStateHaz_1]",0.0
"x[80152074931,52362071861,WodoStateHaz_1]",0.0
"x[80652075270,52362093370,WodoStateHaz_1]",0.0
t[52362121800],485.2357999999984
"x[80662076521,52362103090,WodoStateHaz_1]",-0.0
"x[52180075471,55101073921,WodoStateHaz_1]",0.0
"x[52181075650,52362117591,WodoStateHaz_1]",0.0
"x[52362088060,55101067851,WodoStateHaz_1]",0.0
"x[55101066161,52362072861,WodoStateHaz_1]",0.0
"x[52361091181,1010,WodoStateHaz_1]",-0.0
"x[52182077951,55100066340,WodoStateHaz_1]",-0.0
"x[52362073460,52362073461,WodoStateHaz_1]",1.0
"x[52360073660,52362103091,WodoStateHaz_1]",0.0
"x[52361073711,52362101001,WodoStateHaz_1]",0.0
"x[52362121191,55101067850,WodoStateHaz_1]",-0.0
"x[52362091360,55101069370,WodoStateHaz_1]",0.0
"x[55100072041,55100072841,WodoStateHaz_1]",0.0
"x[52362119991,52362079591,WodoStateHaz_1]",0.0
"x[52182078150,52361103430,WodoStateHaz_1]",0.0
"x[52362108950,55100070281,WodoStateHaz_1]",0.0
"x[55100070280,55100071721,WodoStateHaz_1]",0.0
"x[52362085321,52362101201,WodoStateHaz_1]",0.0
"x[52182078150,55101066411,WodoStateHaz_1]",0.0
"x[52362101001,52362117730,WodoStateHaz_1]",-0.0
"x[52362098031,52362110771,WodoStateHaz_1]",0.0
"x[52362087040,55101066850,WodoStateHaz_1]",0.0
"x[55101072160,52362113711,WodoStateHaz_1]",0.0
"x[55100066340,55101068370,WodoStateHaz_1]",0.0
"x[52362109240,55101067851,WodoStateHaz_1]",0.0
"x[25700103691,52362103091,WodoStateHaz_1]",0.0
"x[80662076520,80152074931,WodoStateHaz_1]",0.0
"x[55101067851,1010,WodoStateHaz_1]",-0.0
"x[52360073660,52361078481,WodoStateHaz_1]",0.0
"x[52362073460,55101067851,WodoStateHaz_1]",0.0
"x[52362078100,52362101200,WodoStateHaz_1]",0.0
"x[52362072861,80152074931,WodoStateHaz_1]",0.0
t[52362117650],486.80799999999624
"x[55100067821,52362117170,WodoStateHaz_1]",-0.0
"x[52362111971,52362085141,WodoStateHaz_1]",0.0
"x[52362098030,55100072841,WodoStateHaz_1]",0.0
"x[55100072840,52362086120,WodoStateHaz_1]",0.0
"x[55100070280,52361085181,WodoStateHaz_1]",0.0
"x[52362117730,52181076841,WodoStateHaz_1]",0.0
"x[52362085141,52182077950,WodoStateHaz_1]",-0.0
"x[52362085141,52362113711,WodoStateHaz_1]",0.0
"x[52361117720,52362119991,WodoStateHaz_1]",0.0
"x[80152074931,52362101001,WodoStateHaz_1]",0.0
"x[55101068370,52362086120,WodoStateHaz_1]",0.0
"x[55100074740,55101066851,WodoStateHaz_1]",0.0
"x[52182077011,52362084951,WodoStateHaz_1]",0.0
"x[52362115280,55101073921,WodoStateHaz_1]",0.0
"x[52362087040,52362093370,WodoStateHaz_1]",0.0
"x[55100066341,52180075591,WodoStateHaz_1]",0.0
"x[52180075591,55100066491,WodoStateHaz_1]",0.0
"x[52182078151,55101066160,WodoStateHaz_1]",-0.0
"x[55101068370,55101068370,WodoStateHaz_1]",0.0
"x[55101066850,80652075271,WodoStateHaz_1]",0.0
"x[52361117581,52362089970,WodoStateHaz_1]",-0.0
"x[55100071720,52362088060,WodoStateHaz_1]",0.0
"x[52362103411,52362078100,WodoStateHaz_1]",-0.0
"x[52360073911,55101071740,WodoStateHaz_1]",-0.0
"x[52361103300,52362097370,WodoStateHaz_1]",0.0
"x[55101071741,52362072860,WodoStateHaz_1]",-0.0
"x[55100070280,55101071270,WodoStateHaz_1]",0.0
"x[52362113930,52181075731,WodoStateHaz_1]",0.0
"x[52182078151,55100066490,WodoStateHaz_1]",-0.0
"x[52361078480,52181075731,WodoStateHaz_1]",0.0
"x[55101072160,55100069641,WodoStateHaz_1]",0.0
"x[55100072841,52362091111,WodoStateHaz_1]",0.0
"x[80152074471,55101070310,WodoStateHaz_1]",-0.0
"x[52362102821,52362095850,WodoStateHaz_1]",-0.0
"x[52362091110,55101071741,WodoStateHaz_1]",0.0
"x[55101069660,52361117720,WodoStateHaz_1]",0.0
"x[52362097370,52362113931,WodoStateHaz_1]",0.0
"x[80652074961,52362110771,WodoStateHaz_1]",0.0
"x[52362115281,52362115281,WodoStateHaz_1]",0.0
"x[52362072191,52361073931,WodoStateHaz_1]",0.0
"x[52362109240,55101071270,WodoStateHaz_1]",0.0
"x[55101072160,80662074661,WodoStateHaz_1]",0.0
"x[55101066070,52181075730,WodoStateHaz_1]",0.0
"x[52362091110,52362072281,WodoStateHaz_1]",0.0
"x[52182077011,55101066161,WodoStateHaz_1]",0.0
"x[80652076030,52362078100,WodoStateHaz_1]",0.0
"x[52362101001,52362109241,WodoStateHaz_1]",0.0
"x[52361117720,52362113930,WodoStateHaz_1]",0.0
"x[52361117581,52362072860,WodoStateHaz_1]",-0.0
"x[52361078481,52362113711,WodoStateHaz_1]",0.0
"x[52362078100,52362090980,WodoStateHaz_1]",0.0
"x[52362078100,55100070280,WodoStateHaz_1]",0.0
"x[52361073930,52362073461,WodoStateHaz_1]",0.0
"x[52362091360,55101070310,WodoStateHaz_1]",0.0
"x[80152074471,52180075591,WodoStateHaz_1]",0.0
"x[55100074240,55101066850,WodoStateHaz_1]",0.0
"x[52362103091,52362117651,WodoStateHaz_1]",0.0
"x[55101066851,52361091181,WodoStateHaz_1]",0.0
"x[52362085140,52362086121,WodoStateHaz_1]",0.0
"x[55100069640,80662074660,WodoStateHaz_1]",0.0
"x[52362088060,52362117590,WodoStateHaz_1]",0.0
"x[52361091180,55101066160,WodoStateHaz_1]",0.0
"x[52362121190,52362083231,WodoStateHaz_1]",0.0
"x[52362115631,52362093370,WodoStateHaz_1]",-0.0
"x[52360073910,55100072840,WodoStateHaz_1]",0.0
"x[52180075471,55100074241,WodoStateHaz_1]",0.0
"x[80662076521,52362108950,WodoStateHaz_1]",-0.0
"x[80662076521,52361078481,WodoStateHaz_1]",0.0
"x[55101066071,52362095851,WodoStateHaz_1]",0.0
"x[55100070280,52361091181,WodoStateHaz_1]",0.0
"x[52180075470,52362102821,WodoStateHaz_1]",0.0
"x[52362101000,52181075560,WodoStateHaz_1]",0.0
"x[52362119991,52181076840,WodoStateHaz_1]",-0.0
"x[80652074961,52180075590,WodoStateHaz_1]",-0.0
"x[52362103090,52362082211,WodoStateHaz_1]",0.0
"x[52361117721,52361103301,WodoStateHaz_1]",0.0
"x[52362101000,55100072041,WodoStateHaz_1]",0.0
"x[52362071861,55101072161,WodoStateHaz_1]",0.0
"x[52362091111,52362086120,WodoStateHaz_1]",-0.0
"x[52362072281,52362080381,WodoStateHaz_1]",0.0
"x[52361073710,52362115281,WodoStateHaz_1]",0.0
"x[52362091361,52361117720,WodoStateHaz_1]",-0.0
"x[52182078150,52362091361,WodoStateHaz_1]",0.0
"x[52362101000,52362088060,WodoStateHaz_1]",0.0
"x[52362080380,52181076841,WodoStateHaz_1]",0.0
"x[52362079590,52361078411,WodoStateHaz_1]",0.0
"x[52362086121,80652075270,WodoStateHaz_1]",-0.0
"x[52362098030,52362119990,WodoStateHaz_1]",0.0
"x[52362103091,80662076521,WodoStateHaz_1]",0.0
"x[52362082211,52361073710,WodoStateHaz_1]",-0.0
"x[52180075590,52362093371,WodoStateHaz_1]",0.0
"x[52362084950,52362087041,WodoStateHaz_1]",0.0
"x[52362079590,55100069641,WodoStateHaz_1]",0.0
"x[55101066850,25700103691,WodoStateHaz_1]",0.0
"x[55100074240,52362072860,WodoStateHaz_1]",0.0
"x[55101072161,55100067820,WodoStateHaz_1]",-0.0
"x[55100066110,52362095851,WodoStateHaz_1]",0.0
"x[52362107541,52362090980,WodoStateHaz_1]",-0.0
"x[52362113710,52181075560,WodoStateHaz_1]",0.0
"x[52362089971,52362117651,WodoStateHaz_1]",0.0
"x[52362102821,52362082210,WodoStateHaz_1]",-0.0
"x[80662074660,52362117651,WodoStateHaz_1]",0.0
"x[52360073910,52181075730,WodoStateHaz_1]",0.0
"x[52362091360,52362115281,WodoStateHaz_1]",0.0
"x[52362078461,55100069641,WodoStateHaz_1]",0.0
"x[1010,55100066341,WodoStateHaz_1]",0.0
"x[52362073461,52362072860,WodoStateHaz_1]",1.0
"x[80152074471,52361117580,WodoStateHaz_1]",-0.0
"x[52361085341,52362078101,WodoStateHaz_1]",0.0
"x[52182077011,52362117650,WodoStateHaz_1]",-0.0
"x[52361085340,80652076030,WodoStateHaz_1]",0.0
"x[52362121800,55101067850,WodoStateHaz_1]",0.0
"x[52361078410,52361073931,WodoStateHaz_1]",0.0
"x[52362108950,55100069640,WodoStateHaz_1]",0.0
"x[55101066160,52361117721,WodoStateHaz_1]",0.0
"x[80652074961,55101066070,WodoStateHaz_1]",-0.0
"x[55100072040,52362085141,WodoStateHaz_1]",0.0
"x[52360073661,52361073711,WodoStateHaz_1]",0.0
"x[52362091360,52362097370,WodoStateHaz_1]",0.0
"x[52362089971,55100074741,WodoStateHaz_1]",0.0
"x[52180075470,52362117730,WodoStateHaz_1]",0.0
"x[52362121800,55101069660,WodoStateHaz_1]",0.0
"x[52361085181,52362121190,WodoStateHaz_1]",-0.0
"x[52361103430,52362097370,WodoStateHaz_1]",0.0
"x[52361085341,80652075271,WodoStateHaz_1]",0.0
"x[52362085141,55100066491,WodoStateHaz_1]",0.0
"x[52362091360,52362091111,WodoStateHaz_1]",0.0
"x[52362108950,52362073460,WodoStateHaz_1]",0.0
"x[52361103431,52362093371,WodoStateHaz_1]",0.0
"x[52362121801,55100066340,WodoStateHaz_1]",-0.0
"x[80652074961,52362085320,WodoStateHaz_1]",-0.0
"x[52362103411,52362089970,WodoStateHaz_1]",-0.0
"x[55101069660,52362080381,WodoStateHaz_1]",0.0
"x[55100070280,52362088880,WodoStateHaz_1]",0.0
"x[55100074241,52362119991,WodoStateHaz_1]",0.0
"x[52362083231,52362079191,WodoStateHaz_1]",0.0
"x[55100072841,55100069641,WodoStateHaz_1]",0.0
"x[80152074930,52362085140,WodoStateHaz_1]",0.0
"x[52361085340,52362088061,WodoStateHaz_1]",0.0
"x[52362109240,52362078461,WodoStateHaz_1]",0.0
"x[52361103430,52360073661,WodoStateHaz_1]",0.0
"x[52362085140,55101066071,WodoStateHaz_1]",0.0
"x[55101066410,52362083231,WodoStateHaz_1]",0.0
"x[52181076841,55100071721,WodoStateHaz_1]",0.0
"x[55100066111,52362117590,WodoStateHaz_1]",-0.0
"x[52362085140,52361103431,WodoStateHaz_1]",0.0
"x[1010,52361091180,WodoStateHaz_1]",-0.0
"x[52362082210,52181076840,WodoStateHaz_1]",0.0
"x[52362107541,52181075651,WodoStateHaz_1]",0.0
"x[55101067851,55100074741,WodoStateHaz_1]",0.0
"x[55101071270,52362115630,WodoStateHaz_1]",0.0
"x[55101066851,55101071271,WodoStateHaz_1]",0.0
"x[52362079191,55101067850,WodoStateHaz_1]",-0.0
"x[52362107541,52181076841,WodoStateHaz_1]",0.0
"x[52362088881,52362110771,WodoStateHaz_1]",0.0
"x[52362109240,55100070281,WodoStateHaz_1]",0.0
"x[52362103090,52362097371,WodoStateHaz_1]",0.0
"x[52362088881,55100069640,WodoStateHaz_1]",-0.0
"x[52360073660,52361117581,WodoStateHaz_1]",0.0
"x[55101070310,52362085140,WodoStateHaz_1]",0.0
"x[52361091181,55101066161,WodoStateHaz_1]",0.0
"x[52362117170,52362103091,WodoStateHaz_1]",0.0
"x[55100069640,52361103431,WodoStateHaz_1]",0.0
"x[52362117171,52361073930,WodoStateHaz_1]",-0.0
"x[52362086121,52362115630,WodoStateHaz_1]",-0.0
"x[52362113711,52361078411,WodoStateHaz_1]",0.0
"x[52362091361,55100072840,WodoStateHaz_1]",-0.0
"x[55100066110,52361103300,WodoStateHaz_1]",0.0
"x[52362103090,52362078461,WodoStateHaz_1]",0.0
"x[52362101200,80152074930,WodoStateHaz_1]",0.0
"x[52362101000,55101072161,WodoStateHaz_1]",0.0
"x[52362121801,52362113711,WodoStateHaz_1]",0.0
"x[55100072840,52360073910,WodoStateHaz_1]",0.0
"x[52362085141,55100066111,WodoStateHaz_1]",0.0
"x[52362119990,52361078411,WodoStateHaz_1]",0.0
"x[52362084950,52362079591,WodoStateHaz_1]",0.0
"x[80652074961,52362072280,WodoStateHaz_1]",-0.0
"x[52362111970,80152074931,WodoStateHaz_1]",0.0
"x[52362117171,55101066411,WodoStateHaz_1]",0.0
"x[52362083230,52181075651,WodoStateHaz_1]",0.0
"x[52362072280,55100067820,WodoStateHaz_1]",0.0
"x[52362117170,52362079191,WodoStateHaz_1]",0.0
"x[52361085181,52362072281,WodoStateHaz_1]",0.0
"x[52362072280,55101066160,WodoStateHaz_1]",0.0
"x[52362115281,52362101201,WodoStateHaz_1]",0.0
"x[55100070280,52360073910,WodoStateHaz_1]",0.0
"x[55101071740,52362079591,WodoStateHaz_1]",0.0
"x[80152074471,52362083231,WodoStateHaz_1]",0.0
"x[55101071271,52362111970,WodoStateHaz_1]",-0.0
"x[52361078410,52181076841,WodoStateHaz_1]",0.0
"x[52361103300,52362101001,WodoStateHaz_1]",0.0
"x[52361085341,52362084950,WodoStateHaz_1]",-0.0
"x[52361117721,1010,WodoStateHaz_1]",-0.0
"x[52362072191,52362101201,WodoStateHaz_1]",0.0
"x[55101066410,52362117730,WodoStateHaz_1]",0.0
"x[52362091361,52362088061,WodoStateHaz_1]",0.0
"x[55101069660,52362072281,WodoStateHaz_1]",0.0
"x[55101071740,52181075651,WodoStateHaz_1]",0.0
"x[55101067850,55101069370,WodoStateHaz_1]",0.0
"x[55100066341,52361073711,WodoStateHaz_1]",0.0
"x[55101070310,52362108950,WodoStateHaz_1]",0.0
"x[52362101200,52361085340,WodoStateHaz_1]",0.0
"x[55101070310,52361078481,WodoStateHaz_1]",0.0
"x[55100070280,80152074931,WodoStateHaz_1]",0.0
"x[52362101000,52362108951,WodoStateHaz_1]",0.0
"x[52182077951,55101066160,WodoStateHaz_1]",-0.0
"x[55101066411,52362103410,WodoStateHaz_1]",-0.0
"x[55100071720,52361078480,WodoStateHaz_1]",0.0
"x[80652074960,55101069371,WodoStateHaz_1]",0.0
"x[55100072841,52362079190,WodoStateHaz_1]",-0.0
"x[52362097371,55101066071,WodoStateHaz_1]",0.0
"x[80662076521,52361078410,WodoStateHaz_1]",-0.0
"x[52362072860,52362102821,WodoStateHaz_1]",0.0
"x[52362084950,52180076831,WodoStateHaz_1]",0.0
"x[52362084950,55101066850,WodoStateHaz_1]",0.0
"x[52362091361,55101069660,WodoStateHaz_1]",-0.0
"x[52361078481,55101073920,WodoStateHaz_1]",-0.0
"x[52182077011,80652075271,WodoStateHaz_1]",0.0
"x[52362111971,55101067850,WodoStateHaz_1]",-0.0
"x[55100072041,52362071861,WodoStateHaz_1]",0.0
"x[52362107541,55100074741,WodoStateHaz_1]",0.0
"x[52362102820,52360073660,WodoStateHaz_1]",0.0
"x[80652076031,52360073660,WodoStateHaz_1]",-0.0
"x[55101069371,52362103410,WodoStateHaz_1]",-0.0
t[52180076830],495.47449999998634
"x[52361117580,55101069661,WodoStateHaz_1]",0.0
"x[52362073460,52362088880,WodoStateHaz_1]",0.0
"x[80652076031,52362091111,WodoStateHaz_1]",0.0
"x[52361091180,52181075730,WodoStateHaz_1]",0.0
"x[52362119990,52360073661,WodoStateHaz_1]",0.0
"x[52361103300,55100066111,WodoStateHaz_1]",0.0
"x[52360073660,55100072841,WodoStateHaz_1]",0.0
"x[55101074621,52362113711,WodoStateHaz_1]",0.0
"x[52361091181,52362082210,WodoStateHaz_1]",-0.0
"x[55101073920,52362121191,WodoStateHaz_1]",0.0
"x[52362072860,55100066491,WodoStateHaz_1]",0.0
"x[55100074741,52362119991,WodoStateHaz_1]",0.0
"x[55100067820,55101066160,WodoStateHaz_1]",0.0
"x[55101069371,52361078411,WodoStateHaz_1]",0.0
"x[52362102821,55101067850,WodoStateHaz_1]",-0.0
"x[80662076521,55100071721,WodoStateHaz_1]",0.0
"x[52362108950,52362087040,WodoStateHaz_1]",0.0
"x[52182078151,52361091390,WodoStateHaz_1]",-0.0
"x[52360073660,80652075271,WodoStateHaz_1]",0.0
"x[55101074620,80662074661,WodoStateHaz_1]",0.0
"x[80652076030,80152074930,WodoStateHaz_1]",0.0
"x[52361103301,52362117171,WodoStateHaz_1]",0.0
"x[52362080380,52361073930,WodoStateHaz_1]",0.0
"x[52362111970,52362087041,WodoStateHaz_1]",0.0
"x[52361085341,52362079190,WodoStateHaz_1]",-0.0
"x[55101073921,52362083230,WodoStateHaz_1]",-0.0
"x[52361103300,52362089970,WodoStateHaz_1]",0.0
"x[52362111970,55101069661,WodoStateHaz_1]",0.0
"x[52362090981,52362085141,WodoStateHaz_1]",0.0
"x[52362071860,52362103091,WodoStateHaz_1]",0.0
"x[52360073660,80662076521,WodoStateHaz_1]",0.0
"x[52362103411,52181075560,WodoStateHaz_1]",-0.0
"x[52182077010,55100067821,WodoStateHaz_1]",0.0
"x[52362107541,80652075270,WodoStateHaz_1]",-0.0
"x[55100069640,52181075731,WodoStateHaz_1]",0.0
"x[52362088880,55101066410,WodoStateHaz_1]",0.0
"x[52361103300,52362098030,WodoStateHaz_1]",0.0
"x[52362086120,55100066111,WodoStateHaz_1]",0.0
"x[52182077011,55100074740,WodoStateHaz_1]",-0.0
"x[52361073930,55100072840,WodoStateHaz_1]",0.0
"x[52362071861,52362098031,WodoStateHaz_1]",0.0
"x[80662074661,52362089970,WodoStateHaz_1]",-0.0
"x[52362086120,52362111970,WodoStateHaz_1]",0.0
"x[80662076521,52362091360,WodoStateHaz_1]",-0.0
"x[52362078461,52181075560,WodoStateHaz_1]",-0.0
"x[52361091391,52362101000,WodoStateHaz_1]",-0.0
"x[52361091181,52362109241,WodoStateHaz_1]",0.0
"x[52361103301,25700103690,WodoStateHaz_1]",-0.0
"x[55101071741,52180075590,WodoStateHaz_1]",-0.0
"x[52182077951,55101066851,WodoStateHaz_1]",0.0
"x[52362115280,55101071271,WodoStateHaz_1]",0.0
"x[55100072041,52361078480,WodoStateHaz_1]",-0.0
"x[52362119991,55100072840,WodoStateHaz_1]",-0.0
"x[52182078150,80652075270,WodoStateHaz_1]",0.0
"x[52180075470,52362121801,WodoStateHaz_1]",0.0
"x[52362113710,52362108951,WodoStateHaz_1]",0.0
"x[55101066160,52361085181,WodoStateHaz_1]",0.0
"x[55101066160,52360073660,WodoStateHaz_1]",0.0
"x[52362078460,52362072860,WodoStateHaz_1]",0.0
"x[52361091391,55100074740,WodoStateHaz_1]",-0.0
"x[52362101000,52180075470,WodoStateHaz_1]",0.0
"x[52362078460,55101066071,WodoStateHaz_1]",0.0
"x[80652076030,52362098031,WodoStateHaz_1]",0.0
"x[52362078460,52362079590,WodoStateHaz_1]",0.0
"x[52362088881,52361085180,WodoStateHaz_1]",-0.0
"x[52362107541,52181076840,WodoStateHaz_1]",-0.0
"x[25700103691,80652074960,WodoStateHaz_1]",-0.0
"x[52180075471,52362103410,WodoStateHaz_1]",-0.0
"x[52362095851,52362109240,WodoStateHaz_1]",-0.0
"x[52362078460,52362101201,WodoStateHaz_1]",0.0
"x[52362079190,52362080380,WodoStateHaz_1]",0.0
"x[80662074660,52362084951,WodoStateHaz_1]",0.0
"x[52362085141,55100070280,WodoStateHaz_1]",-0.0
"x[52362101201,52362115281,WodoStateHaz_1]",0.0
"x[55101072161,52181075560,WodoStateHaz_1]",-0.0
"x[52362101200,55101068371,WodoStateHaz_1]",0.0
"x[52182077950,52362115280,WodoStateHaz_1]",0.0
"x[25700103691,52362119991,WodoStateHaz_1]",0.0
"x[52362071860,52361085181,WodoStateHaz_1]",0.0
"x[52362103410,52362113930,WodoStateHaz_1]",0.0
"x[55100066491,55100072840,WodoStateHaz_1]",-0.0
"x[80662076521,52362088881,WodoStateHaz_1]",0.0
"x[52362091361,52181075730,WodoStateHaz_1]",-0.0
"x[80152074470,55100072841,WodoStateHaz_1]",0.0
"x[52362078460,55101070310,WodoStateHaz_1]",0.0
"x[52362121801,52362090981,WodoStateHaz_1]",0.0
"x[25700103690,52362117171,WodoStateHaz_1]",0.0
"x[52361103431,52362080380,WodoStateHaz_1]",-0.0
"x[55101072160,52182077011,WodoStateHaz_1]",0.0
"x[52361091390,52361091390,WodoStateHaz_1]",0.0
"x[55101066071,55101067850,WodoStateHaz_1]",-0.0
"x[55101066410,55100069640,WodoStateHaz_1]",0.0
"x[52180076830,52362113710,WodoStateHaz_1]",0.0
"x[52362091110,52362109240,WodoStateHaz_1]",0.0
"x[52362117650,52361078481,WodoStateHaz_1]",0.0
"x[55101066160,55100070281,WodoStateHaz_1]",0.0
"x[55100067820,52362103091,WodoStateHaz_1]",0.0
"x[55100074241,55101066161,WodoStateHaz_1]",0.0
"x[52362090981,52360073911,WodoStateHaz_1]",0.0
"x[52362121191,52362088881,WodoStateHaz_1]",0.0
"x[52361103300,52362073461,WodoStateHaz_1]",0.0
"x[55100066110,52362095850,WodoStateHaz_1]",0.0
"x[55101067850,52362113931,WodoStateHaz_1]",0.0
"x[55101067851,52362103411,WodoStateHaz_1]",0.0
"x[52182077950,52362082210,WodoStateHaz_1]",0.0
"x[52362090981,52362072280,WodoStateHaz_1]",-0.0
"x[52362109241,52361103301,WodoStateHaz_1]",0.0
"x[52362072860,52362113931,WodoStateHaz_1]",0.0
"x[52181075560,52181075561,WodoStateHaz_1]",1.0
"x[55101066161,55100066491,WodoStateHaz_1]",0.0
"x[52362113710,52362107541,WodoStateHaz_1]",0.0
"x[52180076831,52362078461,WodoStateHaz_1]",0.0
"x[52182078151,80662074660,WodoStateHaz_1]",-0.0
"x[80652075271,55101069370,WodoStateHaz_1]",-0.0
"x[80652076030,55100066490,WodoStateHaz_1]",0.0
"x[52362117171,80662076521,WodoStateHaz_1]",0.0
"x[52362097371,52362079190,WodoStateHaz_1]",-0.0
"x[52361078411,52362085320,WodoStateHaz_1]",-0.0
"x[52362115280,52362113931,WodoStateHaz_1]",0.0
"x[80152074471,52360073911,WodoStateHaz_1]",0.0
"x[52361085180,52361091390,WodoStateHaz_1]",0.0
"x[52362108951,55101069660,WodoStateHaz_1]",-0.0
"x[55101066071,55101069660,WodoStateHaz_1]",-0.0
"x[52362085320,80152074470,WodoStateHaz_1]",0.0
"x[52182077010,52362085140,WodoStateHaz_1]",0.0
"x[52362085141,52362083231,WodoStateHaz_1]",0.0
"x[55100066340,52181075730,WodoStateHaz_1]",0.0
"x[55100071721,52181075561,WodoStateHaz_1]",0.0
"x[52362087041,52362115280,WodoStateHaz_1]",-0.0
"x[55101069660,52180075471,WodoStateHaz_1]",0.0
"x[52181075650,52362090981,WodoStateHaz_1]",0.0
"x[52362107540,52361103431,WodoStateHaz_1]",0.0
"x[55100074741,52362117731,WodoStateHaz_1]",0.0
"x[80662076521,80152074470,WodoStateHaz_1]",-0.0
"x[52362086120,80662074660,WodoStateHaz_1]",0.0
"x[52362085141,55101066411,WodoStateHaz_1]",0.0
"x[52362109241,55100066111,WodoStateHaz_1]",0.0
"x[55100072041,52361078481,WodoStateHaz_1]",0.0
"x[52362072280,52362085320,WodoStateHaz_1]",0.0
"x[52362121800,52362088060,WodoStateHaz_1]",0.0
"x[80662076521,52180075470,WodoStateHaz_1]",-0.0
"x[55100070280,80652074960,WodoStateHaz_1]",0.0
"x[55100072040,52361085180,WodoStateHaz_1]",0.0
"x[52362117650,52361073710,WodoStateHaz_1]",0.0
"x[52362111971,52362119990,WodoStateHaz_1]",-0.0
"x[52361085340,52180075590,WodoStateHaz_1]",0.0
"x[52181075730,52362089970,WodoStateHaz_1]",0.0
"x[52361085180,52180075590,WodoStateHaz_1]",0.0
"x[52362091361,52362110770,WodoStateHaz_1]",-0.0
"x[52362101200,52362093370,WodoStateHaz_1]",0.0
"x[55101073920,52362115631,WodoStateHaz_1]",0.0
"x[52180075590,52362072191,WodoStateHaz_1]",0.0
"x[52361103431,52181075561,WodoStateHaz_1]",0.0
"x[52362113710,52180075590,WodoStateHaz_1]",0.0
"x[52182077010,52362103091,WodoStateHaz_1]",0.0
"x[52362072860,52361078410,WodoStateHaz_1]",0.0
"x[52362091111,55100067821,WodoStateHaz_1]",0.0
"x[55101066410,55100072040,WodoStateHaz_1]",0.0
"x[52362089970,80662076521,WodoStateHaz_1]",0.0
"x[52362072281,80652075271,WodoStateHaz_1]",0.0
"x[52362088880,55100072041,WodoStateHaz_1]",0.0
"x[52361103300,55100072040,WodoStateHaz_1]",0.0
"x[55101066160,52362073460,WodoStateHaz_1]",0.0
"x[55101066410,55101066850,WodoStateHaz_1]",0.0
"x[52362084951,1010,WodoStateHaz_1]",-0.0
"x[52361117721,55100067821,WodoStateHaz_1]",0.0
"x[52361073711,55100067821,WodoStateHaz_1]",0.0
"x[52362115280,52362117650,WodoStateHaz_1]",0.0
"x[52362117590,52362113930,WodoStateHaz_1]",0.0
"x[52362113931,55100072841,WodoStateHaz_1]",0.0
"x[52180076830,25700103690,WodoStateHaz_1]",0.0
"x[52361078411,55101071740,WodoStateHaz_1]",-0.0
"x[52181075561,55100066341,WodoStateHaz_1]",0.0
"x[52362084951,52181076840,WodoStateHaz_1]",-0.0
"x[52361117721,52361073710,WodoStateHaz_1]",-0.0
"x[80152074930,52361103431,WodoStateHaz_1]",0.0
"x[52362087040,55100070281,WodoStateHaz_1]",0.0
"x[80662076520,52362086120,WodoStateHaz_1]",0.0
"x[52181075560,52362079190,WodoStateHaz_1]",0.0
"x[52362109241,52361103431,WodoStateHaz_1]",0.0
"x[52362113710,55101069661,WodoStateHaz_1]",0.0
"x[52362117731,52362087040,WodoStateHaz_1]",-0.0
"x[55100066110,52362073460,WodoStateHaz_1]",0.0
"x[52362093371,55101069371,WodoStateHaz_1]",0.0
"x[52362098030,80152074470,WodoStateHaz_1]",0.0
"x[52362101201,55100067821,WodoStateHaz_1]",0.0
"x[52362108951,55101072161,WodoStateHaz_1]",0.0
"x[52360073661,52180075470,WodoStateHaz_1]",-0.0
"x[52361085341,55100074741,WodoStateHaz_1]",0.0
"x[52361073710,55101069661,WodoStateHaz_1]",0.0
"x[55100074741,52180075470,WodoStateHaz_1]",-0.0
"x[52361073930,55101070310,WodoStateHaz_1]",0.0
