Gap,ModelIdentifier,ResultStatusCode,RunTime,SolutionFound,TotalDistanceDriven,TotalJobsCompleted,TotalMissedJobs,TotalPointsScore
22.266239857609662,v1.0.0,FEASIBLE_POINT,1022.0819680690765,true,276.6266863000001,37.0,725.0,1642.8239361742653
